pdf_path,page_no,success,processing_time,error,timestamp
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",28,True,6.85,,2025-10-08T17:35:33.021903
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",29,True,8.33,,2025-10-08T17:35:41.355398
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",30,True,7.67,,2025-10-08T17:35:49.021853
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",31,True,1.62,,2025-10-08T17:35:50.640406
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",32,True,7.10,,2025-10-08T17:35:57.741270
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",33,True,1.68,,2025-10-08T17:35:59.425557
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",34,True,6.87,,2025-10-08T17:36:06.292201
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",35,True,1.61,,2025-10-08T17:36:07.908143
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",36,True,6.96,,2025-10-08T17:36:14.864805
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",37,True,8.38,,2025-10-08T17:36:23.246926
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",38,True,7.69,,2025-10-08T17:36:30.936948
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",39,True,8.54,,2025-10-08T17:36:39.474215
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",40,True,7.72,,2025-10-08T17:36:47.194624
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",41,True,1.97,,2025-10-08T17:36:49.161967
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",42,True,6.74,,2025-10-08T17:36:55.903226
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",43,True,8.60,,2025-10-08T17:37:04.507397
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",44,True,7.95,,2025-10-08T17:37:12.460808
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",45,True,1.77,,2025-10-08T17:37:14.228104
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",46,True,7.28,,2025-10-08T17:37:21.508410
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",47,True,1.51,,2025-10-08T17:37:23.017100
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",48,True,7.75,,2025-10-08T17:37:30.772479
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",49,True,1.74,,2025-10-08T17:37:32.509047
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",50,True,7.13,,2025-10-08T17:37:39.642782
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",51,True,1.86,,2025-10-08T17:37:41.505299
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",52,True,7.13,,2025-10-08T17:37:48.639552
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",53,True,1.74,,2025-10-08T17:37:50.379594
"data\drive\Secondary Sources\AAA 1-2, 1908-9.pdf",54,True,7.39,,2025-10-08T17:37:57.765932
