pdf_path,page_no,success,processing_time,error,timestamp
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Wilkinson, T. J. - Archaeological Landscapes of the Near East. 2005 (grey).pdf",135,True,30.87,,2025-10-09T12:39:17.145195
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Anatolica 28, 2002.pdf",113,True,11.52,,2025-10-09T12:39:28.663399
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\singer19__.PDF,1,True,12.71,,2025-10-09T12:39:41.376255
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Oz, E. & I. Albayrak - 1963 Yılı Kültepe Kazısında Ele Geçen Altı Yeni Tablet. ArAn 8.2, 2005 21-45.pdf",19,True,0.54,,2025-10-09T12:39:41.920387
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Kt c-k (Dercksen).pdf,745,True,0.43,,2025-10-09T12:39:42.353336
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Bilgic, E. & C. Gunbatti - Ankaraner Kultepe-Texte III. (AKT 3) FAOSB 3, 1995.pdf",93,True,2.14,,2025-10-09T12:39:44.495640
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Ozguc, Nimet - The Anatolian Group of Cylinder Seal Impressions from Kultepe. TTKY V 22, 1965.pdf",38,True,9.25,,2025-10-09T12:39:53.743754
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\vonDassowdiss.pdf,167,True,0.95,,2025-10-09T12:39:54.699850
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\AfO Register\afo_realien.pdf,175,True,0.83,,2025-10-09T12:39:55.527213
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\ACC, 1970.pdf",238,True,1.13,,2025-10-09T12:39:56.661372
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\KBo 12.pdf,48,True,12.64,,2025-10-09T12:40:09.302870
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\AfO Register\AfO - Assyriologie, Register (1978-2004).pdf",437,True,0.61,,2025-10-09T12:40:09.915132
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\HKL1.PDF,29,True,19.16,,2025-10-09T12:40:29.080170
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 14, 1964.pdf",104,True,5.17,,2025-10-09T12:40:34.246875
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Walker, C. & M. Dick - The Induction of the Cult Image in Ancient Mesopotamia. The Mesopotamian Mis Pi Ritual. SAALT 1, 2001.pdf",20,True,1.54,,2025-10-09T12:40:35.786298
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Bongenaar, A.C.V.M. - Interdependency of Institutions and Private Entrepreneurs, MOS 2. PIHANS 87, 2000.pdf",161,True,6.65,,2025-10-09T12:40:42.433235
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Veenhof, K. & Eidem, J. - Mesopotamia, The Old Assyrian Period. OBO 160.5, 2008 (1).pdf",161,True,1.28,,2025-10-09T12:40:43.717906
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\EL_2.pdf,114,True,17.66,,2025-10-09T12:41:01.375321
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\KAV.pdf,58,True,6.98,,2025-10-09T12:41:08.355930
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Buccellati, Federiko - Altassyrische Glyptik. Eine Inhaltliche und Methodologische Annaherung. Diss Tubingen 2005.pdf",291,True,0.50,,2025-10-09T12:41:08.856906
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Undheimdiss.pdf,33,True,10.64,,2025-10-09T12:41:19.498984
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Hertel_2013_OAAS6_OA legal practices.pdf,393,True,0.40,,2025-10-09T12:41:19.897909
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\EL 1, 1930.pdf",229,True,7.14,,2025-10-09T12:41:27.034348
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Kramer, Samuel N. - Sumerian Literary Tablets and Fragments in the Archaeological Museum of Istanbul - II. TTKY VI 13a, 1976(cut).pdf",24,True,12.62,,2025-10-09T12:41:39.658734
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\yakubovich_diss_2008.pdf,417,True,0.48,,2025-10-09T12:41:40.138616
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 40, 1990.pdf",213,True,5.42,,2025-10-09T12:41:45.561873
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Dercksen_2005_JEOL39_Adad_king.PDF,7,True,17.92,,2025-10-09T12:42:03.479537
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Albayrak, Irfan - Kultepe Tabletleri IV. VI. Dizi - Sa. 33b, 2006.pdf",126,True,3.71,,2025-10-09T12:42:07.190516
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\AfO Register\afo_realien.pdf,3178,True,0.83,,2025-10-09T12:42:08.020907
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Dercksen, J. G. ed - Anatolia and the Jazira During the Old Assyrian Period. PIHANS 111, 2008 (2).pdf",33,True,0.54,,2025-10-09T12:42:08.562998
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Teissier - Sealings, 1994.pdf",75,True,15.20,,2025-10-09T12:42:23.760991
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Palmisano_PhD_2015.pdf,50,True,1.17,,2025-10-09T12:42:24.936272
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\RGTC-12_2 Belmonte.pdf,244,True,2.77,,2025-10-09T12:42:27.705456
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 45, 1995.pdf",224,True,10.48,,2025-10-09T12:42:38.189438
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU (missing 1999 no.2).pdf,1297,True,13.79,,2025-10-09T12:42:51.977782
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Özgüç, Tashın - Kültepe and its Vicinity in the Iron Age. TTKY V 29, 1971.pdf",199,True,10.83,,2025-10-09T12:43:02.805400
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\VBoT, 1930.pdf",35,True,11.83,,2025-10-09T12:43:14.635845
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\CAD (A-N).pdf,2660,True,3.89,,2025-10-09T12:43:18.531922
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\CMK, 2001.pdf",445,True,2.32,,2025-10-09T12:43:20.858010
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\GKT, 1968.pdf",272,True,0.98,,2025-10-09T12:43:21.840642
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Gunbatti_2000_ArAn4_su_ordali.pdf,9,True,53.70,,2025-10-09T12:44:15.539331
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\HKL1.PDF,182,True,15.87,,2025-10-09T12:44:31.411895
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\cooreman.PDF,43,True,15.25,,2025-10-09T12:44:46.663828
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 44, 1994.pdf",102,True,1.75,,2025-10-09T12:44:48.413719
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Kienast, Burkhart - Die altassyrischen Texte des Orientalischen Seminars in Heidelberg und der Sammlung Erlenmeyer (ATHE). UAVA 1, 1960(cut).pdf",6,True,12.95,,2025-10-09T12:45:01.362874
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AKT 6a.pdf,167,True,12.57,,2025-10-09T12:45:13.936506
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\TC 3.3, 1937.pdf",75,True,11.65,,2025-10-09T12:45:25.587932
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AKT 11a.pdf,70,True,2.85,,2025-10-09T12:45:28.442118
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Stein, Gil Jeremy - Pastoral Production in Complex Societies. Diss U Penn 1988.pdf",287,True,0.49,,2025-10-09T12:45:28.930040
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Gaal, E. - State and Private Sectors in Alalah VII. AcAn 30, 1982 1-44 (1).PDF",17,True,15.06,,2025-10-09T12:45:43.987669
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Ozguc, Tahsin - Kultepe Kanis - Nesa. 2003 (missing pages).pdf",22,True,13.02,,2025-10-09T12:45:57.012830
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\KUB 21.pdf,8,True,14.74,,2025-10-09T12:46:11.750871
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AKT 11a.pdf,289,True,10.80,,2025-10-09T12:46:22.555172
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\KBo 29.pdf,28,True,14.36,,2025-10-09T12:46:36.915971
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Kienast, Burkhart - Das Altassyrische Kaufvertragsrecht. FAOSB 1, 1984.pdf",61,True,3.70,,2025-10-09T12:46:40.617439
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 29, 1979.pdf",170,True,4.82,,2025-10-09T12:46:45.438941
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 44, 1994.pdf",222,True,1.92,,2025-10-09T12:46:47.363771
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Kryszeń, Adam - A Historical Geography of the Hittite Heartland, 2016.pdf",152,True,19.59,,2025-10-09T12:47:06.953338
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\TC 2, 1928.pdf",1,True,17.18,,2025-10-09T12:47:24.133845
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Michel_2010_SpectrumEpoc_5.pdf,7,True,14.05,,2025-10-09T12:47:38.189389
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Larsen 2002 - The Aššur-nada Archive. PIHANS 96, 2002.pdf",10,True,18.30,,2025-10-09T12:47:56.488961
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\King Gates Shalmaneser.pdf,113,True,13.49,,2025-10-09T12:48:09.980259
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\AfO Register  (1978-2004).pdf,395,True,0.72,,2025-10-09T12:48:10.704898
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Larsen, M. T. - AKT 6a, 2010.pdf",184,True,1.45,,2025-10-09T12:48:12.151525
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Hoffner_HWRevs_BiOr_1978ff.PDF,9,True,26.99,,2025-10-09T12:48:39.147502
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\kupper1973 (2).PDF,3,True,16.05,,2025-10-09T12:48:55.201933
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Radau BE 17 1.pdf,200,True,0.64,,2025-10-09T12:48:55.841051
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\CCT 2, 1924.pdf",11,True,13.32,,2025-10-09T12:49:09.165660
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Orlin, Louis L. - Assyrian Colonies in Cappadocia (ACC). SAH 1, 1970(cut).pdf",94,True,9.95,,2025-10-09T12:49:19.112455
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Sallaberger, W. et al eds - Third Millennium Cuneiform Texts from Tell Beydar (Seasons 1996-2002). Subartu 12, 2004.pdf",73,True,17.88,,2025-10-09T12:49:36.990528
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Alp, Sedat - Zylinder- und Stempelsiegel aus Karahoyuk bei Konya. TTKY V 26, 1968.pdf",516,True,55.65,,2025-10-09T12:50:32.641918
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Dercksen 2011 The beginning of the Old Assyrian year. NABU 2011 4, note 74.pdf",12,True,13.06,,2025-10-09T12:50:45.700369
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 27, 1977.pdf",36,True,3.98,,2025-10-09T12:50:49.680859
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Michel, Cecile ed. - Old Assyrian Studies in Memory of Paul Garelli. PIHANS 112, 2008.pdf",10,True,1.28,,2025-10-09T12:50:50.965079
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Goetze_1933_history.PDF,12,True,17.64,,2025-10-09T12:51:08.606542
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Hengstl_Rechtsgeschäfte_2008.pdf,4,True,17.60,,2025-10-09T12:51:26.207173
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 7, 1957.pdf",54,True,0.61,,2025-10-09T12:51:26.813531
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Imdi-ilum, 1981.pdf",186,True,20.15,,2025-10-09T12:51:46.962511
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Anatolica 24, 1998.pdf",25,True,17.78,,2025-10-09T12:52:04.745569
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Anastasio, Stefano - The Archaeology of Upper Mesopotamia. Subartu 1, 1995 (grey).pdf",62,True,29.34,,2025-10-09T12:52:34.090317
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Archi_Propaganda.pdf,2,True,16.12,,2025-10-09T12:52:50.214969
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\KBo1-4.pdf,128,True,10.26,,2025-10-09T12:53:00.474479
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU (missing 1999 no.2) (2).pdf,194,True,13.48,,2025-10-09T12:53:13.957942
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Anatolica 34, 2008.pdf",105,True,3.41,,2025-10-09T12:53:17.364943
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Larsen 2007 FS Adams - Individual and Society.PDF,6,True,14.24,,2025-10-09T12:53:31.601242
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",245,True,0.69,,2025-10-09T12:53:32.292551
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Krebernik_04_schultext.pdf,11,True,0.61,,2025-10-09T12:53:32.906855
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Postgate, Nicholas - The Land of Assur & the Yoke of Assur (2008).pdf",23,True,1.22,,2025-10-09T12:53:34.127647
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Langdon PBS 10 4.pdf,21,True,0.45,,2025-10-09T12:53:34.580136
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Barjamovic, G., Hertel, T. & M. Larsen - Ups and Downs. 2012 (preprint).pdf",112,True,3.34,,2025-10-09T12:53:37.925844
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 22, 1972.pdf",213,True,10.23,,2025-10-09T12:53:48.155417
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Prag I - ICK 4.pdf,34,True,27.37,,2025-10-09T12:54:15.530568
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Veenhof, Klaas R. - Aspects of Old Assyrian Trade and Terminology. SD 10, 1972.pdf",232,True,0.47,,2025-10-09T12:54:16.002456
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\GKT, 1968.pdf",90,True,0.59,,2025-10-09T12:54:16.597985
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 44, 1994.pdf",197,True,2.12,,2025-10-09T12:54:18.714820
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Klinkott, Kubisch, and Muller-Wollermann, eds - Geschenke und Steuern, Zolle und Tribute. CHANE 29, 2007.pdf",195,True,0.41,,2025-10-09T12:54:19.126856
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\ICK 4_Hecker, K., G. Kryszat & L. Matouš - Kappadokische Keilschrifttafeln aus den Sammlungen der Karlsuniversität Prag. ICK 4, 1998(cut).pdf",358,True,14.62,,2025-10-09T12:54:33.744892
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Alp, Sedat - Zylinder- und Stempelsiegel aus Karahoyuk bei Konya. TTKY V 26, 1968.pdf",530,True,11.18,,2025-10-09T12:54:44.922573
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\BIN 4, 1927.pdf",114,True,11.72,,2025-10-09T12:54:56.639776
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Anatolica 31, 2005.pdf",74,True,16.15,,2025-10-09T12:55:12.790568
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",395,True,0.70,,2025-10-09T12:55:13.490340
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\vandenhout2003000.PDF,13,True,8.70,,2025-10-09T12:55:22.194283
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Cahit Günbattı'ya Armağan 2015.pdf,224,True,14.51,,2025-10-09T12:55:36.706752
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\appleby_etal1994.PDF,5,True,13.96,,2025-10-09T12:55:50.673038
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Veenhof, Klaas R. - The Relation between Royal Decrees and Law Codes of the Old Babylonian Period. JEOL 35-36, 1997-00 49-83.pdf",34,True,0.53,,2025-10-09T12:55:51.201652
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\AfO Register\AfO Register  (1978-2004) (1).pdf,248,True,0.61,,2025-10-09T12:55:51.813256
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Özgüç, Tashin - Kültepe-Kaniš. The Palaces and Temples of Kültepe-Kaniš. TTKY V 46, 1999(cut).pdf",100,True,12.47,,2025-10-09T12:56:04.280403
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\KAH 2.pdf,32,True,6.65,,2025-10-09T12:56:10.932426
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Veenhof_1998a_CRRAI34_Chronology (3).pdf,1,True,11.04,,2025-10-09T12:56:21.972787
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Walker, C. & M. Dick - The Induction of the Cult Image in Ancient Mesopotamia. The Mesopotamian Mis Pi Ritual. SAALT 1, 2001.pdf",116,True,2.26,,2025-10-09T12:56:24.234620
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 28, 1978.pdf",48,True,3.25,,2025-10-09T12:56:27.489094
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\freud1953.PDF,1,True,10.84,,2025-10-09T12:56:38.334055
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\CAD (N-Z).pdf,3036,True,3.08,,2025-10-09T12:56:41.419139
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU (missing 1999 no.2) (1).pdf,1525,True,14.20,,2025-10-09T12:56:55.622276
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Schorr_Urkunden_Altbabylonischen_Zivil_und_Prozessrechts.pdf,491,True,9.20,,2025-10-09T12:57:04.822031
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Anatolica 34, 2008.pdf",86,True,0.40,,2025-10-09T12:57:05.221439
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Kraus_1951_NippurandIsin.pdf,154,True,20.07,,2025-10-09T12:57:25.292484
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU 1987.1 - 4014.4.pdf,1649,True,0.78,,2025-10-09T12:57:26.070790
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Miller_1995_CKLR79_Jlaw.pdf,9,True,12.69,,2025-10-09T12:57:38.760456
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Hirsch_1966b_AfO21_2_gotte_der_vater.pdf,1,True,27.02,,2025-10-09T12:58:05.780174
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Stephens, Ferris J. - Personal Names from Cuneiform Inscriptions of Cappadocia (PNC). YOSR 13.1, 1925(cut).pdf",19,True,7.87,,2025-10-09T12:58:13.655466
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Stein, Gil - Hacinebi.pdf",38,True,11.98,,2025-10-09T12:58:25.638570
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\AfO Register\afo_realien.pdf,2609,True,0.92,,2025-10-09T12:58:26.554963
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\KBo 5-6.pdf,70,True,18.12,,2025-10-09T12:58:44.674858
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\AfO Register\afo_realien.pdf,2438,True,0.54,,2025-10-09T12:58:45.218862
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Matous, Lubor - Kappadokische Keilschrifttafeln mit Siegeln (KKS). ICK 3, 1984(cut).pdf",104,True,12.29,,2025-10-09T12:58:57.505243
